x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.801420742964449,3.3622224318749083,2.7578130638144605,3.1105753082493544,3.030550160453556,3.1677258697655013,3.0824744234870742,3.61469092609988,2.316800333890542,3.66833711263588,2.4871164510355754,4.127768066217323,3.7298810649820204,4.33295745524086
2.7992515966607954,3.3588047785120603,2.7513949275917327,3.100662058231305,3.0195012324015247,3.1571902362621556,3.074434694837473,3.606468705974538,2.313919132259765,3.657534725266318,2.4775279772272,4.115886806301394,3.720430137055684,4.326191445404708
2.7990378045208946,3.358467932894661,2.7507623528894536,3.099685003372828,3.018412244550462,3.1561518389774266,3.073642295178065,3.6056583198644017,2.3136351595922267,3.6564700365876943,2.4765829324736837,4.114715783407333,3.719498648892798,4.325524584105852
2.7994110968493793,3.3590560830713567,2.7518668616130384,3.1013909925796685,3.0203136746535675,3.1579649352890518,3.075025866688637,3.6070732966646,2.314130990815679,3.6583290390568175,2.478233030352521,4.116760451013148,3.72112507625089,4.3266889590316175
2.800593282991398,3.3609187063701986,2.7553647500161005,3.1067937202674982,3.0263353476063184,3.1637068623799363,3.079407524015825,3.611554411964399,2.3157012475726937,3.6642163471777596,2.4834587547954854,4.123235745371427,3.726275838098955,4.330376438779566
2.8119040124139505,3.378739612402282,2.7888312811071962,3.158485064674933,3.0839485364425365,3.218643543990952,3.1213296365230434,3.6544281023806544,2.3307248962784746,3.720543981901574,2.53345659617626,4.185189019745653,3.7755564644849122,4.3656569112853365
2.8121871463465955,3.3791857112363775,2.7896690264201487,3.1597790195631665,3.0853907289058187,3.220018737237109,3.122379044756194,3.6555013308278284,2.33110097323884,3.7219539939476722,2.5347081587347,4.186739854670485,3.7767900734795767,4.366540063781781
2.8125477799299547,3.37975391660678,2.7907360800626773,3.161427156837598,3.0872276794651112,3.2217703494989807,3.1237156978658804,3.6568683242399267,2.3315799902911882,3.7237499556397715,2.5363023000162896,4.188715185394415,3.7783613469332877,4.3676649534990615
2.8316584061408037,3.409864147449961,2.847281183597773,3.248764933598225,3.184571013880723,3.314591453099885,3.194547365052364,3.729307778957235,2.356963970759045,3.8189212158063977,2.620778731401179,4.293391535156906,3.861625970735596,4.427274895299594
2.83397650367877,3.413516484700194,2.8541400412742597,3.259358908020963,3.1963786512316195,3.3258505489219994,3.2031391668857236,3.738094603615889,2.3600430191364823,3.8304653829856057,2.6310256278371686,4.306088659049683,3.8717258762701534,4.434505514422252
2.854339079782552,3.4455992568857896,2.914389452325793,3.352418240896923,3.3000990125303282,3.424752425043542,3.278611063919834,3.815279615416304,2.387089921126551,3.931871375999882,2.7210361666898537,4.417622426430621,3.9604452212157844,4.498020543341938
2.862955606284181,3.459175243311768,2.939884293665472,3.391796765689798,3.3439888051250306,3.466603251398651,3.3105473767718125,3.8479408413985743,2.398534953748975,3.9747818320138046,2.7591245789564134,4.46481850111028,3.997987258285897,4.5248972473085125
2.8581596297142173,3.4516188210340872,2.9256938119560587,3.3698785968974594,3.3195596552924433,3.4433089944153092,3.2927715586227984,3.829761535093691,2.3921646247899404,3.9508977829587337,2.7379244894791746,4.438549067793374,3.9770912823792566,4.509937617987211
