x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
176.7753938386615,186.99786973834037,206.91715104287957,152.95039800655033,161.53198635574893,180.67778886513986,136.63115044385657,150.97135118204233,163.59012500109878,162.34177669191558,194.391839474757,185.2139061122225,165.96508388638009,163.74513794504028,186.1946678378709,162.161976404874,178.68036719970405,179.35034084913033,212.48933215612533,229.0299187509123,217.2568948746379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7753938386615,186.99786973834037,206.91715104287957,152.95039800655033,161.53198635574893,180.67778886513986,136.63115044385657,150.97135118204233,163.59012500109878,162.34177669191558,194.391839474757,185.2139061122225,165.96508388638009,163.74513794504028,186.1946678378709,162.161976404874,178.68036719970405,179.35034084913033,212.48933215612533,229.0299187509123,217.2568948746379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7753938386615,186.99786973834037,206.91715104287957,152.95039800655033,161.53198635574893,180.67778886513986,136.63115044385657,150.97135118204233,163.59012500109878,162.34177669191558,194.391839474757,185.2139061122225,165.96508388638009,163.74513794504028,186.1946678378709,162.161976404874,178.68036719970405,179.35034084913033,212.48933215612533,229.0299187509123,217.2568948746379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7753938386615,186.99786973834037,206.91715104287957,152.95039800655033,161.53198635574893,180.67778886513986,136.63115044385657,150.97135118204233,163.59012500109878,162.34177669191558,194.391839474757,185.2139061122225,165.96508388638009,163.74513794504028,186.1946678378709,162.161976404874,178.68036719970405,179.35034084913033,212.48933215612533,229.0299187509123,217.2568948746379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7753938386615,186.99786973834037,206.91715104287957,152.95039800655033,161.53198635574893,180.67778886513986,136.63115044385657,150.97135118204233,163.59012500109878,162.34177669191558,194.391839474757,185.2139061122225,165.96508388638009,163.74513794504028,186.1946678378709,162.161976404874,178.68036719970405,179.35034084913033,212.48933215612533,229.0299187509123,217.2568948746379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7753938386615,186.99786973834037,206.91715104287957,152.95039800655033,161.53198635574893,180.67778886513986,136.63115044385657,150.97135118204233,163.59012500109878,162.34177669191558,194.391839474757,185.2139061122225,165.96508388638009,163.74513794504028,186.1946678378709,162.161976404874,178.68036719970405,179.35034084913033,212.48933215612533,229.0299187509123,217.2568948746379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7753938386615,186.99786973834037,206.91715104287957,152.95039800655033,161.53198635574893,180.67778886513986,136.63115044385657,150.97135118204233,163.59012500109878,162.34177669191558,194.391839474757,185.2139061122225,165.96508388638009,163.74513794504028,186.1946678378709,162.161976404874,178.68036719970405,179.35034084913033,212.48933215612533,229.0299187509123,217.2568948746379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7753938386615,186.99786973834037,206.91715104287957,152.95039800655033,161.53198635574893,180.67778886513986,136.63115044385657,150.97135118204233,163.59012500109878,162.34177669191558,194.391839474757,185.2139061122225,165.96508388638009,163.74513794504028,186.1946678378709,162.161976404874,178.68036719970405,179.35034084913033,212.48933215612533,229.0299187509123,217.2568948746379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7753938386615,186.99786973834037,206.91715104287957,152.95039800655033,161.53198635574893,180.67778886513986,136.63115044385657,150.97135118204233,163.59012500109878,162.34177669191558,194.391839474757,185.2139061122225,165.96508388638009,163.74513794504028,186.1946678378709,162.161976404874,178.68036719970405,179.35034084913033,212.48933215612533,229.0299187509123,217.2568948746379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7753938386615,186.99786973834037,206.91715104287957,152.95039800655033,161.53198635574893,180.67778886513986,136.63115044385657,150.97135118204233,163.59012500109878,162.34177669191558,194.391839474757,185.2139061122225,165.96508388638009,163.74513794504028,186.1946678378709,162.161976404874,178.68036719970405,179.35034084913033,212.48933215612533,229.0299187509123,217.2568948746379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7753938386615,186.99786973834037,206.91715104287957,152.95039800655033,161.53198635574893,180.67778886513986,136.63115044385657,150.97135118204233,163.59012500109878,162.34177669191558,194.391839474757,185.2139061122225,165.96508388638009,163.74513794504028,186.1946678378709,162.161976404874,178.68036719970405,179.35034084913033,212.48933215612533,229.0299187509123,217.2568948746379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
