x1,x2,x3,x4,x5
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
1170.8001005028848,1437.0088711090832,1472.6714688378559,0.0,0.0
