x1,x2,x3,x4
0.4375,0.5701388888888889,0.5875,0.5847222222222223
0.0,0.019444444444444445,0.08055555555555556,0.002777777777777778
0.0,0.007638888888888889,0.0,0.06041666666666667
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0006944444444444445,0.0,0.004166666666666667
0.008333333333333333,0.0375,0.0,0.03611111111111111
0.0125,0.034027777777777775,0.0,0.07430555555555556
0.0,0.0,0.008333333333333333,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.02847222222222222,0.009027777777777777
0.005555555555555556,0.001388888888888889,0.0020833333333333333,0.029861111111111113
0.02638888888888889,0.0,0.0,0.008333333333333333
0.004861111111111111,0.004166666666666667,0.02638888888888889,0.059027777777777776
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.050694444444444445,0.017361111111111112,0.0,0.05486111111111111
0.03958333333333333,0.0,0.0875,0.09930555555555555
0.0,0.004166666666666667,0.02847222222222222,0.024305555555555556
0.03333333333333333,0.04097222222222222,0.0006944444444444445,0.009027777777777777
0.014583333333333334,0.027777777777777776,0.001388888888888889,0.004861111111111111
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.059722222222222225,0.02361111111111111,0.024305555555555556,0.002777777777777778
0.0020833333333333333,0.0,0.06527777777777778,0.06111111111111111
0.0,0.016666666666666666,0.043055555555555555,0.09791666666666667
0.022916666666666665,0.02847222222222222,0.12986111111111112,0.013888888888888888
0.0,0.011805555555555555,0.016666666666666666,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.034027777777777775,0.04722222222222222,0.01875,0.09652777777777778
0.035416666666666666,0.0,0.07152777777777777,0.009722222222222222
0.0125,0.022916666666666665,0.01875,0.030555555555555555
0.011111111111111112,0.0,0.013888888888888888,0.01875
0.0,0.0,0.0,0.004166666666666667
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0020833333333333333,0.021527777777777778,0.059722222222222225
0.01597222222222222,0.0,0.0,0.009722222222222222
0.01597222222222222,0.0006944444444444445,0.013194444444444444,0.01875
0.0,0.004166666666666667,0.004166666666666667,0.0
0.01875,0.027083333333333334,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.050694444444444445,0.07916666666666666,0.027083333333333334
0.0,0.0,0.034722222222222224,0.0125
0.001388888888888889,0.011805555555555555,0.0,0.14097222222222222
0.0,0.010416666666666666,0.0,0.0
0.0375,0.0,0.04375,0.011111111111111112
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05555555555555555,0.021527777777777778,0.009027777777777777,0.10902777777777778
0.011805555555555555,0.006944444444444444,0.08194444444444444,0.017361111111111112
0.009027777777777777,0.0,0.011805555555555555,0.018055555555555554
0.009027777777777777,0.011111111111111112,0.022222222222222223,0.035416666666666666
0.0,0.0,0.0,0.0020833333333333333
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.008333333333333333,0.04861111111111111,0.07083333333333333,0.0006944444444444445
0.0,0.024305555555555556,0.0,0.06041666666666667
0.02013888888888889,0.009722222222222222,0.009722222222222222,0.021527777777777778
0.0,0.0006944444444444445,0.00625,0.0
0.020833333333333332,0.01875,0.06180555555555556,0.009027777777777777
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.016666666666666666,0.05277777777777778,0.06180555555555556,0.0
0.11041666666666666,0.059722222222222225,0.058333333333333334,0.1076388888888889
0.0,0.0,0.06944444444444445,0.0
0.011805555555555555,0.0,0.0,0.0
0.0,0.0,0.0,0.001388888888888889
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.04027777777777778,0.1111111111111111,0.016666666666666666,0.001388888888888889
0.03125,0.024305555555555556,0.02013888888888889,0.06805555555555555
0.030555555555555555,0.0,0.034027777777777775,0.06111111111111111
0.029166666666666667,0.0006944444444444445,0.013888888888888888,0.019444444444444445
0.0,0.0125,0.01597222222222222,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.009722222222222222,0.020833333333333332,0.06875,0.002777777777777778
0.00625,0.022222222222222223,0.0,0.0006944444444444445
0.009722222222222222,0.019444444444444445,0.17916666666666667,0.08472222222222223
0.007638888888888889,0.044444444444444446,0.0020833333333333333,0.0
0.005555555555555556,0.004166666666666667,0.002777777777777778,0.03263888888888889
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.02847222222222222,0.07013888888888889,0.02013888888888889,0.03888888888888889
0.02847222222222222,0.04861111111111111,0.004166666666666667,0.0
0.010416666666666666,0.011805555555555555,0.03611111111111111,0.03680555555555556
0.0,0.001388888888888889,0.0,0.0
0.019444444444444445,0.009722222222222222,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.08125,0.001388888888888889,0.007638888888888889,0.12777777777777777
0.014583333333333334,0.02847222222222222,0.015277777777777777,0.06180555555555556
0.10416666666666667,0.0,0.06180555555555556,0.003472222222222222
0.07291666666666667,0.043055555555555555,0.04027777777777778,0.003472222222222222
0.0,0.1076388888888889,0.029861111111111113,0.029166666666666667
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.011111111111111112,0.04513888888888889,0.12152777777777778,0.013194444444444444
0.020833333333333332,0.0,0.04583333333333333,0.04236111111111111
0.006944444444444444,0.0375,0.03611111111111111,0.03194444444444444
0.002777777777777778,0.0,0.07430555555555556,0.002777777777777778
0.019444444444444445,0.022222222222222223,0.020833333333333332,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.18888888888888888,0.17222222222222222,0.16458333333333333,0.1423611111111111
0.041666666666666664,0.19236111111111112,0.1673611111111111,0.1875
0.02361111111111111,0.06666666666666667,0.07013888888888889,0.12222222222222222
0.09305555555555556,0.15208333333333332,0.11319444444444444,0.05486111111111111
0.11458333333333333,0.10416666666666667,0.10694444444444444,0.1423611111111111
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.04236111111111111,0.24722222222222223,0.19027777777777777,0.20972222222222223
0.07083333333333333,0.10208333333333333,0.19652777777777777,0.07708333333333334
0.04791666666666667,0.013194444444444444,0.015277777777777777,0.1597222222222222
0.03888888888888889,0.22569444444444445,0.14722222222222223,0.2965277777777778
0.07083333333333333,0.07777777777777778,0.12708333333333333,0.19236111111111112
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.11736111111111111,0.14652777777777778,0.05138888888888889,0.1284722222222222
0.11180555555555556,0.07916666666666666,0.041666666666666664,0.08680555555555555
0.03194444444444444,0.004166666666666667,0.0,0.18194444444444444
0.19305555555555556,0.12986111111111112,0.18888888888888888,0.23125
0.0375,0.1625,0.0,0.13819444444444445
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.025694444444444443,0.0,0.07013888888888889,0.06666666666666667
0.08055555555555556,0.12986111111111112,0.03819444444444445,0.1375
0.02013888888888889,0.04097222222222222,0.013888888888888888,0.022916666666666665
0.0006944444444444445,0.019444444444444445,0.04652777777777778,0.03263888888888889
0.059722222222222225,0.005555555555555556,0.04027777777777778,0.03333333333333333
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.06388888888888888,0.052083333333333336,0.029166666666666667,0.0006944444444444445
0.03333333333333333,0.020833333333333332,0.013888888888888888,0.011111111111111112
0.0375,0.001388888888888889,0.04861111111111111,0.06041666666666667
0.0,0.0006944444444444445,0.04375,0.06597222222222222
0.06805555555555555,0.05,0.03263888888888889,0.09166666666666666
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.029166666666666667,0.12430555555555556,0.0,0.001388888888888889
0.03958333333333333,0.06180555555555556,0.0,0.002777777777777778
0.0,0.0,0.04791666666666667,0.06597222222222222
0.01875,0.0,0.0,0.052083333333333336
0.01597222222222222,0.0006944444444444445,0.017361111111111112,0.09930555555555555
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.09652777777777778,0.001388888888888889,0.09583333333333334,0.09375
0.04722222222222222,0.0,0.10069444444444445,0.07361111111111111
0.0,0.09305555555555556,0.03819444444444445,0.0798611111111111
0.013194444444444444,0.004166666666666667,0.010416666666666666,0.03333333333333333
0.12291666666666666,0.10694444444444444,0.050694444444444445,0.18888888888888888
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.024305555555555556,0.08541666666666667,0.09722222222222222,0.17708333333333334
0.44930555555555557,0.7881944444444444,0.8222222222222222,0.7826388888888889
0.28958333333333336,0.2701388888888889,0.32708333333333334,0.29375
0.17222222222222222,0.003472222222222222,0.09444444444444444,0.029166666666666667
0.001388888888888889,0.05416666666666667,0.09166666666666666,0.07777777777777778
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.1527777777777778,0.09097222222222222,0.22430555555555556,0.2520833333333333
0.014583333333333334,0.175,0.17777777777777778,0.25069444444444444
0.1638888888888889,0.19791666666666666,0.07152777777777777,0.15347222222222223
0.001388888888888889,0.07222222222222222,0.10902777777777778,0.029166666666666667
0.002777777777777778,0.044444444444444446,0.0020833333333333333,0.09513888888888888
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.021527777777777778,0.09583333333333334,0.022222222222222223
0.25555555555555554,0.12152777777777778,0.07361111111111111,0.1951388888888889
