x1,x2
0.0,0.0
0.0,0.013194444444444444
0.0006944444444444445,0.0
0.0,0.0
0.007638888888888889,0.00625
0.0006944444444444445,0.0
0.009027777777777777,0.0
0.0,0.002777777777777778
0.0,0.0
0.0,0.0
0.0,0.0
0.007638888888888889,0.009722222222222222
0.0,0.05347222222222222
0.0,0.004166666666666667
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0020833333333333333,0.0
0.04513888888888889,0.029166666666666667
0.0,0.07361111111111111
0.005555555555555556,0.021527777777777778
0.03333333333333333,0.0
0.0020833333333333333,0.0
0.016666666666666666,0.003472222222222222
0.0125,0.027777777777777776
0.029861111111111113,0.009722222222222222
0.0,0.13472222222222222
0.004861111111111111,0.05347222222222222
0.00625,0.10416666666666667
0.0,0.0
0.052083333333333336,0.025694444444444443
0.08125,0.08125
0.05138888888888889,0.06111111111111111
0.011111111111111112,0.008333333333333333
0.011111111111111112,0.0
0.006944444444444444,0.01597222222222222
0.0,0.001388888888888889
0.022916666666666665,0.0
0.016666666666666666,0.020833333333333332
0.005555555555555556,0.0
0.0,0.0
0.0,0.02361111111111111
0.0,0.0
0.024305555555555556,0.0
0.02013888888888889,0.0
0.008333333333333333,0.011805555555555555
0.009722222222222222,0.059722222222222225
0.0,0.017361111111111112
0.011805555555555555,0.05416666666666667
0.0,0.0
0.029861111111111113,0.04583333333333333
0.013194444444444444,0.0
0.11597222222222223,0.016666666666666666
0.03888888888888889,0.02361111111111111
0.011805555555555555,0.05486111111111111
0.0,0.018055555555555554
0.009027777777777777,0.03263888888888889
0.0,0.0
0.004861111111111111,0.0
0.008333333333333333,0.0006944444444444445
0.035416666666666666,0.022222222222222223
0.035416666666666666,0.008333333333333333
0.00625,0.004861111111111111
0.0,0.0
0.025694444444444443,0.013888888888888888
0.07777777777777778,0.0
0.029166666666666667,0.059027777777777776
0.02013888888888889,0.0006944444444444445
0.08194444444444444,0.08888888888888889
0.0,0.007638888888888889
0.0,0.0
0.0,0.0
0.00625,0.0
0.009722222222222222,0.01597222222222222
0.125,0.001388888888888889
0.009722222222222222,0.019444444444444445
0.0,0.004166666666666667
0.0006944444444444445,0.021527777777777778
0.0,0.002777777777777778
0.021527777777777778,0.05347222222222222
0.01875,0.07083333333333333
0.006944444444444444,0.03888888888888889
0.018055555555555554,0.011111111111111112
0.03680555555555556,0.09375
0.020833333333333332,0.0006944444444444445
0.015277777777777777,0.0020833333333333333
0.0,0.005555555555555556
0.07152777777777777,0.0
0.041666666666666664,0.058333333333333334
0.03194444444444444,0.002777777777777778
0.019444444444444445,0.027083333333333334
0.0,0.0
0.00625,0.0
0.030555555555555555,0.0
0.04027777777777778,0.02013888888888889
0.015277777777777777,0.04861111111111111
0.004166666666666667,0.018055555555555554
0.0,0.0
0.04027777777777778,0.02361111111111111
0.005555555555555556,0.03263888888888889
0.003472222222222222,0.004861111111111111
0.0,0.059722222222222225
0.04722222222222222,0.03958333333333333
0.0,0.035416666666666666
0.004166666666666667,0.03263888888888889
0.0,0.03125
0.04583333333333333,0.0006944444444444445
