x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003472222222222222,0.0,0.0,0.075,0.06180555555555556,0.07291666666666667,0.02847222222222222,0.0,0.0,0.10972222222222222,0.06527777777777778,0.05347222222222222,0.027777777777777776,0.07916666666666666
0.06736111111111111,0.0,0.009722222222222222,0.07777777777777778,0.001388888888888889,0.050694444444444445,0.03680555555555556,0.009027777777777777,0.015277777777777777,0.006944444444444444,0.0,0.08055555555555556,0.10833333333333334,0.08263888888888889
0.0,0.022916666666666665,0.018055555555555554,0.05277777777777778,0.0,0.0,0.0,0.04861111111111111,0.0,0.003472222222222222,0.0,0.010416666666666666,0.0,0.08819444444444445
0.007638888888888889,0.018055555555555554,0.0,0.05555555555555555,0.029166666666666667,0.024305555555555556,0.0,0.014583333333333334,0.0,0.009722222222222222,0.0,0.059722222222222225,0.0,0.08958333333333333
0.005555555555555556,0.011805555555555555,0.050694444444444445,0.0,0.04652777777777778,0.0,0.13958333333333334,0.02361111111111111,0.10138888888888889,0.0,0.02361111111111111,0.004166666666666667,0.01875,0.15486111111111112
0.002777777777777778,0.016666666666666666,0.003472222222222222,0.006944444444444444,0.06111111111111111,0.02361111111111111,0.24513888888888888,0.016666666666666666,0.04513888888888889,0.013888888888888888,0.06041666666666667,0.008333333333333333,0.044444444444444446,0.011111111111111112
0.013888888888888888,0.02013888888888889,0.015277777777777777,0.0,0.015277777777777777,0.10555555555555556,0.015277777777777777,0.0,0.04513888888888889,0.008333333333333333,0.07847222222222222,0.06180555555555556,0.12013888888888889,0.19236111111111112
0.0875,0.0006944444444444445,0.0,0.003472222222222222,0.0006944444444444445,0.004861111111111111,0.0,0.0763888888888889,0.024305555555555556,0.044444444444444446,0.003472222222222222,0.0,0.059722222222222225,0.03888888888888889
0.0,0.002777777777777778,0.0,0.03263888888888889,0.0,0.0006944444444444445,0.0625,0.0,0.018055555555555554,0.013194444444444444,0.0,0.04861111111111111,0.0,0.0
0.0020833333333333333,0.09513888888888888,0.0,0.0,0.0,0.0,0.0,0.0020833333333333333,0.0,0.0,0.0,0.001388888888888889,0.011111111111111112,0.024305555555555556
0.030555555555555555,0.0,0.0,0.0,0.06527777777777778,0.0,0.03194444444444444,0.08541666666666667,0.05763888888888889,0.09513888888888888,0.021527777777777778,0.004166666666666667,0.01875,0.030555555555555555
0.003472222222222222,0.0,0.004166666666666667,0.05277777777777778,0.0,0.05416666666666667,0.0,0.06180555555555556,0.019444444444444445,0.04027777777777778,0.052083333333333336,0.0,0.1361111111111111,0.08125
0.00625,0.001388888888888889,0.05763888888888889,0.003472222222222222,0.04791666666666667,0.029166666666666667,0.07291666666666667,0.02638888888888889,0.0,0.075,0.025694444444444443,0.034027777777777775,0.06875,0.08125
0.025,0.001388888888888889,0.049305555555555554,0.10625,0.0,0.004166666666666667,0.00625,0.0,0.05416666666666667,0.013194444444444444,0.009722222222222222,0.05486111111111111,0.03125,0.013194444444444444
0.05138888888888889,0.0020833333333333333,0.0,0.016666666666666666,0.07569444444444444,0.075,0.0,0.050694444444444445,0.0,0.0,0.03333333333333333,0.1076388888888889,0.09652777777777778,0.0020833333333333333
