x1,x2,x3
0.3284722222222222,0.0,0.0
0.21736111111111112,0.0,0.0
0.2361111111111111,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.049305555555555554,0.0,0.0
0.3611111111111111,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.22708333333333333,0.0,0.0
0.0,0.0,0.0
0.14375,0.0,0.0
0.25763888888888886,0.0,0.0
0.0,0.0,0.0
0.059722222222222225,0.0,0.0
0.0,0.0,0.0
0.09722222222222222,0.0,0.0
0.15347222222222223,0.0,0.0
0.034027777777777775,0.0,0.0
0.2986111111111111,0.0,0.0
0.08611111111111111,0.0,0.0
0.06041666666666667,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16597222222222222,0.0,0.0
0.20833333333333334,0.0,0.0
0.225,0.0,0.0
0.0,0.0,0.0
0.2388888888888889,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07916666666666666,0.0,0.0
0.01597222222222222,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07361111111111111,0.0,0.0
0.10138888888888889,0.0,0.0
0.04861111111111111,0.0,0.0
0.0,0.0,0.0
0.03611111111111111,0.0,0.0
0.0,0.0,0.0
0.13402777777777777,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.19375,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.2708333333333333,0.0,0.0
0.09305555555555556,0.0,0.0
0.017361111111111112,0.0,0.0
0.0,0.0,0.0
0.003472222222222222,0.0,0.0
0.0,0.0,0.0
0.24513888888888888,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07361111111111111,0.0,0.0
0.09652777777777778,0.0,0.0
0.14583333333333334,0.0,0.0
0.08472222222222223,0.0,0.0
0.022222222222222223,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.12916666666666668,0.0,0.0
0.0,0.0,0.0
0.12152777777777778,0.0,0.0
0.022222222222222223,0.0,0.0
0.0,0.0,0.0
0.11805555555555555,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.20625,0.0,0.0
0.2388888888888889,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.08819444444444445,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.10416666666666667,0.0,0.0
