x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
6154.266382300599,2.2144690669182263,0.006,0.134,0.006,0.136,0.907,0.537,0.999,0.005,0.0,0.0,0.0,1511.898,1843.851
6348.6178003900895,7.938668811438278,0.021,0.146,0.005,0.153,0.843,0.599,0.999,0.007,0.0,0.0,0.0,263.564,552.221
15418.936817588063,0.8250737939366771,0.007,0.126,0.005,0.132,0.758,0.443,0.995,0.0,0.0,0.0,0.0,282.116,554.459
6611.278054110555,0.24669494901387165,0.009,0.153,0.003,0.157,0.842,0.57,1.0,0.002,0.0,0.0,0.0,241.076,514.029
6092.158476778759,0.815508354562495,0.022,0.145,0.007,0.15,0.886,0.594,0.999,0.011,0.0,0.0,0.0,222.476,479.491
9077.184118619381,1.273240818098723,0.016,0.128,0.006,0.133,0.921,0.573,0.999,0.006,0.0,0.0,0.0,269.008,532.53
8132.050028116862,1.452011051245517,0.021,0.169,0.009,0.173,0.932,0.579,0.999,0.006,0.0,0.0,0.0,221.769,482.896
11754.94057225599,13.22941263857641,0.015,0.138,0.004,0.143,0.9,0.603,0.996,0.007,0.0,0.0,0.0,254.577,522.348
11571.594506669215,0.04428456784467091,0.003,0.105,0.005,0.109,0.86,0.514,0.996,0.0,0.0,0.0,0.0,270.796,539.981
16767.204442056838,1.859439915166348,0.023,0.157,0.008,0.167,0.746,0.577,0.997,0.002,0.0,0.0,0.001,271.145,529.427
446509.28181500785,0.0,0.012,0.08,0.002,0.09,0.225,0.326,0.987,0.0,0.0,0.0,0.001,324.644,1626.558
