x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
0.0,0.0,0.0,0.0,0.0,0.013140585445348745,0.01045969734977273,0.0,0.0,0.0,0.0,0.0,0.00042308144233164864,0.0026393586021996656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015838099396389275,0.0,0.0017694221695327597,0.0,0.0,0.006081487911835148,11.07272725058202,0.009969291491357744,0.0015110765612997067,0.042387502829657184,0.0031455928869988277,0.004807949132966485,0.0,0.0,0.0,0.0,0.0,2.507586201881331,0.0,0.0,10.591304326645812,0.0,0.0002916790444378535,0.0,0.009980430508414856,0.0,0.012554171155823395,0.002572937218172708,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09323202524824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.507586201881331,0.0,0.0,10.694117625669383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.775329653218645,0.0,0.0,6.928301872936593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.591304326643717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.775329653218694,0.0,0.0,6.928301872936588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.591304326643671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.979999978039723,0.0,0.0,6.928301872934806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.386634001824426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.072727250582117,0.0,0.0,6.992307678322612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.229900923894224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.539279779717088,0.0,0.0,7.061538447416775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.694117625665092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.907462664751794,0.0,0.0,6.9283018729347985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459171315112361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07272725058202,0.0,0.0,2.6309042755753573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.591304326641577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.907462664751696,0.0,0.0,2.6933555623778744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.694117625669383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
