x1,x2,x3,x4,x5,x6,x7
0.0,0.0,0.3451388888888889,0.50625,0.39375,0.5236111111111111,0.40208333333333335
0.0,0.0,0.0375,0.017361111111111112,0.08541666666666667,0.0125,0.0
0.0,0.0,0.0,0.024305555555555556,0.0,0.04652777777777778,0.05277777777777778
0.0,0.0,0.0,0.0020833333333333333,0.008333333333333333,0.0,0.0
0.0,0.0,0.022222222222222223,0.0,0.0,0.09444444444444444,0.0020833333333333333
0.0,0.0,0.0006944444444444445,0.02847222222222222,0.0,0.0,0.0625
0.0,0.0,0.00625,0.018055555555555554,0.013888888888888888,0.010416666666666666,0.07916666666666666
0.0,0.0,0.02847222222222222,0.00625,0.022222222222222223,0.020833333333333332,0.09236111111111112
0.0,0.0,0.005555555555555556,0.010416666666666666,0.004166666666666667,0.009722222222222222,0.01875
0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0
0.0,0.0,0.0,0.01875,0.008333333333333333,0.0020833333333333333,0.0
0.0,0.0,0.05555555555555555,0.06597222222222222,0.11527777777777778,0.03263888888888889,0.018055555555555554
0.0,0.0,0.0,0.0,0.035416666666666666,0.016666666666666666,0.05555555555555555
0.0,0.0,0.001388888888888889,0.027083333333333334,0.020833333333333332,0.022222222222222223,0.04097222222222222
0.0,0.0,0.0,0.0,0.02361111111111111,0.04097222222222222,0.02638888888888889
0.0,0.0,0.011805555555555555,0.0,0.0,0.08541666666666667,0.03194444444444444
0.0,0.0,0.0,0.025,0.0,0.0,0.02013888888888889
0.0,0.0,0.0006944444444444445,0.0006944444444444445,0.009027777777777777,0.0,0.006944444444444444
0.0,0.0,0.10208333333333333,0.0,0.011111111111111112,0.005555555555555556,0.0
0.0,0.0,0.0125,0.0006944444444444445,0.04791666666666667,0.10833333333333334,0.0
0.0,0.0,0.0,0.10694444444444444,0.05486111111111111,0.12569444444444444,0.10555555555555556
0.0,0.0,0.024305555555555556,0.10347222222222222,0.022916666666666665,0.08888888888888889,0.016666666666666666
0.0,0.0,0.1326388888888889,0.019444444444444445,0.0,0.05694444444444444,0.001388888888888889
0.0,0.0,0.017361111111111112,0.00625,0.07013888888888889,0.018055555555555554,0.009722222222222222
0.0,0.0,0.0,0.04722222222222222,0.050694444444444445,0.0,0.06319444444444444
0.0,0.0,0.0,0.04791666666666667,0.12569444444444444,0.017361111111111112,0.027777777777777776
0.0,0.0,0.020833333333333332,0.014583333333333334,0.049305555555555554,0.0,0.013888888888888888
0.0,0.0,0.0006944444444444445,0.05,0.09305555555555556,0.11527777777777778,0.06736111111111111
0.0,0.0,0.011805555555555555,0.1,0.07291666666666667,0.1423611111111111,0.07222222222222222
0.0,0.0,0.011111111111111112,0.20416666666666666,0.09236111111111112,0.13055555555555556,0.0
0.0,0.0,0.017361111111111112,0.0,0.09722222222222222,0.021527777777777778,0.0
0.0,0.0,0.011111111111111112,0.0375,0.11666666666666667,0.0,0.1361111111111111
0.0,0.0,0.06666666666666667,0.009722222222222222,0.09097222222222222,0.0,0.06666666666666667
0.0,0.0,0.02847222222222222,0.13125,0.06944444444444445,0.07569444444444444,0.13333333333333333
0.0,0.0,0.0,0.125,0.10416666666666667,0.10902777777777778,0.018055555555555554
0.0,0.0,0.022916666666666665,0.020833333333333332,0.027777777777777776,0.2326388888888889,0.0006944444444444445
0.0,0.0,0.014583333333333334,0.0,0.013888888888888888,0.07291666666666667,0.04583333333333333
0.0,0.0,0.0,0.0,0.002777777777777778,0.03125,0.008333333333333333
0.0,0.0,0.021527777777777778,0.005555555555555556,0.0,0.0,0.0
0.0,0.0,0.13819444444444445,0.02847222222222222,0.011805555555555555,0.09166666666666666,0.05694444444444444
0.0,0.0,0.0,0.029861111111111113,0.05,0.13541666666666666,0.11875
0.0,0.0,0.0,0.08055555555555556,0.05,0.0,0.021527777777777778
0.0,0.0,0.03680555555555556,0.04583333333333333,0.06041666666666667,0.06597222222222222,0.0020833333333333333
0.0,0.0,0.002777777777777778,0.03194444444444444,0.03611111111111111,0.020833333333333332,0.0
0.0,0.0,0.034027777777777775,0.0,0.0,0.07013888888888889,0.0
0.0,0.0,0.05,0.06111111111111111,0.044444444444444446,0.0,0.0
0.0,0.0,0.0,0.02847222222222222,0.1326388888888889,0.03125,0.007638888888888889
0.0,0.0,0.04652777777777778,0.11041666666666666,0.1388888888888889,0.035416666666666666,0.09097222222222222
0.0,0.0,0.009722222222222222,0.0006944444444444445,0.02013888888888889,0.020833333333333332,0.010416666666666666
0.0,0.0,0.006944444444444444,0.0,0.030555555555555555,0.12291666666666666,0.0763888888888889
0.0,0.0,0.0,0.001388888888888889,0.0,0.0,0.0006944444444444445
0.0,0.0,0.018055555555555554,0.01597222222222222,0.04513888888888889,0.020833333333333332,0.020833333333333332
