x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,0.0,0.43472222222222223,0.0,0.44513888888888886,0.36666666666666664,0.3638888888888889,0.4361111111111111,0.4361111111111111,0.44027777777777777
0.003472222222222222,0.0,0.0,0.0,0.0,0.003472222222222222,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.07708333333333334,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007638888888888889,0.0,0.011805555555555555,0.0,0.015277777777777777,0.007638888888888889,0.034722222222222224,0.011805555555555555,0.0375,0.02013888888888889
0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.005555555555555556,0.002777777777777778,0.0,0.0,0.06111111111111111,0.006944444444444444,0.0,0.007638888888888889
0.013888888888888888,0.0,0.0,0.0,0.0,0.013888888888888888,0.05486111111111111,0.022222222222222223,0.011111111111111112,0.011111111111111112
0.0798611111111111,0.0,0.0,0.0,0.0,0.08680555555555555,0.002777777777777778,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02013888888888889,0.0125,0.0020833333333333333,0.0,0.0125,0.030555555555555555,0.0,0.0020833333333333333,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.013888888888888888,0.014583333333333334,0.0,0.00625,0.004166666666666667,0.013888888888888888,0.0,0.0
0.025,0.020833333333333332,0.0,0.0,0.0,0.025,0.01875,0.0006944444444444445,0.03333333333333333,0.0
0.0,0.0,0.004861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0625,0.01597222222222222,0.0020833333333333333,0.0,0.0,0.059722222222222225,0.021527777777777778,0.0,0.0,0.0
0.03194444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
