x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
560.9930645438621,0.025681739027624162,0.012,0.075,0.012,0.075,1.0,0.499,1.0,0.028,0.0,0.0,0.018,320.068,10416.862
16886.71711023467,2.667373002084648,0.014,0.033,0.012,0.034,0.902,0.602,1.0,0.028,0.0,0.007,0.179,215.02,7273.359
