x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365,283.7932499210365
248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558,248.67423928822558
140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181,140.94286280978181
64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988,64.54602087402988
22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764,22.436858755926764
8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424,8.112380151237424
6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903,6.029421941772903
4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925,4.1623106054305925
7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099,7.990330941158099
17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222,17.96530918219222
