x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
4034.242691088157,4.062488600897011,0.015,0.17,0.021,1218.139,830.681,1433.239,0.036,0.0,0.036,0.145,35.366,1075.119
11540.62077815997,4.668455678656548,0.029,0.142,0.018,734.003,695.491,1434.69,0.036,0.0,0.043,0.226,50.11,1448.632
20070.473933189947,10.988519695999877,0.048,0.146,0.016,549.191,564.827,1436.678,0.036,0.0,0.041,0.291,46.417,1460.758
28566.01727224608,14.23337301924271,0.061,0.153,0.02,443.883,553.445,1432.19,0.036,0.0,0.046,0.324,49.205,1532.868
38257.11214403305,17.434209617043887,0.076,0.15,0.017,420.228,495.42,1434.652,0.035,0.0,0.047,0.35,45.464,1563.047
48691.55672083039,24.522630261943217,0.075,0.155,0.014,403.843,464.433,1436.438,0.035,0.0,0.044,0.361,46.38,1615.156
57857.70955371616,28.698263325471892,0.069,0.166,0.013,424.884,419.24,1439.0,0.035,0.0,0.047,0.365,53.498,1723.858
67745.75993046704,34.63741713485346,0.064,0.173,0.013,436.853,418.39,1439.044,0.035,0.0,0.049,0.362,55.712,1841.003
79101.13273369559,39.059052358577674,0.049,0.172,0.013,502.434,374.59,1438.653,0.035,0.0,0.048,0.325,59.82,1965.073
