x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.45,0.4083333333333333,0.44722222222222224,0.4166666666666667,0.4173611111111111,0.3298611111111111,0.5923611111111111,0.39375,0.41388888888888886,0.4215277777777778,0.45069444444444445
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07708333333333334,0.10833333333333334,0.03680555555555556,0.04513888888888889,0.11597222222222223,0.025,0.09027777777777778,0.027777777777777776,0.13194444444444445,0.04513888888888889,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19166666666666668,0.0,0.05625,0.08125,0.08541666666666667,0.14305555555555555,0.21388888888888888,0.10694444444444444,0.12152777777777778,0.17777777777777778,0.007638888888888889
0.08125,0.1125,0.07013888888888889,0.058333333333333334,0.13333333333333333,0.07777777777777778,0.06875,0.0,0.21180555555555555,0.04027777777777778,0.011111111111111112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.04791666666666667,0.0,0.10347222222222222,0.0,0.0,0.0,0.08472222222222223,0.10694444444444444,0.0,0.016666666666666666
0.024305555555555556,0.01875,0.11180555555555556,0.0,0.027083333333333334,0.027083333333333334,0.08472222222222223,0.1673611111111111,0.004166666666666667,0.04375,0.001388888888888889
0.07847222222222222,0.08680555555555555,0.13402777777777777,0.029166666666666667,0.13333333333333333,0.18194444444444444,0.0763888888888889,0.03194444444444444,0.013888888888888888,0.22569444444444445,0.0
0.1111111111111111,0.1326388888888889,0.18680555555555556,0.0,0.08819444444444445,0.08611111111111111,0.10972222222222222,0.21805555555555556,0.04375,0.002777777777777778,0.0
0.08819444444444445,0.1909722222222222,0.005555555555555556,0.021527777777777778,0.0,0.09930555555555555,0.013194444444444444,0.17430555555555555,0.09722222222222222,0.1111111111111111,0.007638888888888889
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.059722222222222225,0.0006944444444444445,0.04722222222222222,0.043055555555555555,0.09722222222222222,0.0,0.3215277777777778,0.05486111111111111,0.05277777777777778,0.0
0.03333333333333333,0.034027777777777775,0.002777777777777778,0.00625,0.030555555555555555,0.08263888888888889,0.0,0.0,0.05138888888888889,0.06805555555555555,0.0
0.1326388888888889,0.13194444444444445,0.035416666666666666,0.0125,0.28402777777777777,0.2763888888888889,0.3923611111111111,0.1,0.07361111111111111,0.09791666666666667,0.017361111111111112
0.35208333333333336,0.34652777777777777,0.02361111111111111,0.1736111111111111,0.125,0.04513888888888889,0.14166666666666666,0.008333333333333333,0.0,0.2673611111111111,0.0
0.16458333333333333,0.05763888888888889,0.23055555555555557,0.02638888888888889,0.11666666666666667,0.0125,0.14791666666666667,0.052083333333333336,0.04097222222222222,0.03680555555555556,0.0
0.17222222222222222,0.014583333333333334,0.2972222222222222,0.25069444444444444,0.0006944444444444445,0.04375,0.13541666666666666,0.3923611111111111,0.23819444444444443,0.25763888888888886,0.08888888888888889
0.20625,0.35555555555555557,0.3597222222222222,0.19166666666666668,0.11527777777777778,0.16944444444444445,0.20902777777777778,0.14375,0.19722222222222222,0.08055555555555556,0.07361111111111111
0.0,0.1638888888888889,0.2520833333333333,0.34791666666666665,0.27569444444444446,0.0,0.33055555555555555,0.12013888888888889,0.1909722222222222,0.022916666666666665,0.03680555555555556
0.07569444444444444,0.03263888888888889,0.4048611111111111,0.04375,0.12430555555555556,0.12291666666666666,0.06666666666666667,0.09236111111111112,0.05277777777777778,0.0798611111111111,0.08055555555555556
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2638888888888889,0.12916666666666668,0.20208333333333334,0.13402777777777777,0.20625,0.03611111111111111,0.002777777777777778,0.1326388888888889,0.16527777777777777,0.14652777777777778,0.0020833333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12569444444444444,0.009027777777777777,0.052083333333333336,0.11458333333333333,0.017361111111111112,0.0,0.044444444444444446,0.059722222222222225,0.034722222222222224,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.008333333333333333,0.0,0.2916666666666667,0.11527777777777778,0.15069444444444444,0.14097222222222222,0.3375,0.09375,0.12430555555555556,0.013194444444444444
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2965277777777778,0.26319444444444445,0.12569444444444444,0.11458333333333333,0.29930555555555555,0.12361111111111112,0.12013888888888889,0.17777777777777778,0.0125,0.2125,0.0006944444444444445
0.28125,0.0,0.027777777777777776,0.14652777777777778,0.10416666666666667,0.13680555555555557,0.005555555555555556,0.03888888888888889,0.0375,0.10069444444444445,0.0020833333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09513888888888888,0.0,0.0375,0.02847222222222222,0.15,0.004166666666666667,0.10416666666666667,0.06666666666666667,0.03333333333333333,0.22013888888888888,0.009027777777777777
0.0,0.03888888888888889,0.09097222222222222,0.0,0.006944444444444444,0.0,0.0,0.3875,0.03125,0.009722222222222222,0.004166666666666667
0.0,0.15347222222222223,0.03680555555555556,0.13194444444444445,0.1451388888888889,0.17569444444444443,0.025694444444444443,0.24861111111111112,0.12569444444444444,0.017361111111111112,0.08680555555555555
0.17916666666666667,0.16805555555555557,0.03680555555555556,0.049305555555555554,0.07777777777777778,0.13680555555555557,0.42291666666666666,0.1326388888888889,0.21666666666666667,0.09444444444444444,0.001388888888888889
0.06041666666666667,0.017361111111111112,0.014583333333333334,0.02013888888888889,0.14027777777777778,0.09930555555555555,0.025694444444444443,0.05763888888888889,0.011805555555555555,0.10833333333333334,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05347222222222222,0.05555555555555555,0.011805555555555555,0.03194444444444444,0.013194444444444444,0.049305555555555554,0.002777777777777778,0.05486111111111111,0.0,0.006944444444444444,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.04027777777777778,0.11944444444444445,0.14305555555555555,0.14791666666666667,0.1,0.19305555555555556,0.14375,0.05277777777777778,0.0,0.014583333333333334
0.20833333333333334,0.20972222222222223,0.16111111111111112,0.03263888888888889,0.2972222222222222,0.10902777777777778,0.17152777777777778,0.30833333333333335,0.19583333333333333,0.08611111111111111,0.14583333333333334
0.12361111111111112,0.24513888888888888,0.23194444444444445,0.21319444444444444,0.125,0.07291666666666667,0.22291666666666668,0.1909722222222222,0.05347222222222222,0.16111111111111112,0.029166666666666667
0.18472222222222223,0.0,0.019444444444444445,0.15208333333333332,0.20347222222222222,0.13333333333333333,0.14444444444444443,0.16458333333333333,0.14444444444444443,0.3173611111111111,0.06388888888888888
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.04236111111111111,0.13125,0.049305555555555554,0.13541666666666666,0.06041666666666667,0.015277777777777777,0.0,0.01875,0.18888888888888888,0.0
0.0,0.034027777777777775,0.17430555555555555,0.3368055555555556,0.2701388888888889,0.16111111111111112,0.16041666666666668,0.01597222222222222,0.0,0.044444444444444446,0.15138888888888888
0.1673611111111111,0.007638888888888889,0.015277777777777777,0.17083333333333334,0.1875,0.08263888888888889,0.1840277777777778,0.18680555555555556,0.0,0.15347222222222223,0.03333333333333333
0.12013888888888889,0.004166666666666667,0.049305555555555554,0.1909722222222222,0.13680555555555557,0.011111111111111112,0.15,0.08888888888888889,0.034027777777777775,0.15694444444444444,0.005555555555555556
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
