x1,x2
0.0,0.0
0.0,0.0
0.0,0.0
0.001388888888888889,0.0
0.029166666666666667,0.004861111111111111
0.0006944444444444445,0.0
0.008333333333333333,0.0
0.009027777777777777,0.0
0.0006944444444444445,0.0
0.0,0.0
0.0,0.0
0.0125,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.004166666666666667,0.0
0.0,0.0
0.0020833333333333333,0.0
0.0006944444444444445,0.0
0.0763888888888889,0.0
0.0006944444444444445,0.0
0.001388888888888889,0.0
0.09027777777777778,0.010416666666666666
0.002777777777777778,0.0
0.05277777777777778,0.0
0.10069444444444445,0.0006944444444444445
0.08402777777777778,0.0
0.0,0.0
0.0020833333333333333,0.0
0.0,0.0
0.0,0.0
0.03819444444444445,0.002777777777777778
0.1076388888888889,0.06319444444444444
0.09027777777777778,0.007638888888888889
0.0006944444444444445,0.0
0.013888888888888888,0.0
0.007638888888888889,0.0
0.0,0.0
0.03819444444444445,0.0
0.07708333333333334,0.0
0.0,0.0
0.0,0.0
0.0006944444444444445,0.0
0.0,0.0
0.0,0.0
0.004166666666666667,0.0
0.03888888888888889,0.003472222222222222
0.001388888888888889,0.0
0.0,0.0
0.019444444444444445,0.0
0.0020833333333333333,0.0
0.043055555555555555,0.015277777777777777
0.004861111111111111,0.0
0.1909722222222222,0.020833333333333332
0.013888888888888888,0.0020833333333333333
0.06041666666666667,0.016666666666666666
0.005555555555555556,0.0
0.01875,0.0
0.0,0.0
0.0,0.0
0.2375,0.0
0.03333333333333333,0.029166666666666667
0.0006944444444444445,0.0
0.0,0.0
0.0,0.0
0.022916666666666665,0.004861111111111111
0.013888888888888888,0.0
0.11041666666666666,0.017361111111111112
0.0,0.0
0.1486111111111111,0.08888888888888889
0.03611111111111111,0.0
0.0,0.0
0.0,0.0
0.010416666666666666,0.0
0.004166666666666667,0.0
0.09652777777777778,0.0020833333333333333
0.0006944444444444445,0.0
0.0,0.0
0.08958333333333333,0.06805555555555555
0.0020833333333333333,0.0
0.041666666666666664,0.0
0.06111111111111111,0.01875
0.07291666666666667,0.0
0.044444444444444446,0.00625
0.014583333333333334,0.0
0.009027777777777777,0.0
0.058333333333333334,0.00625
0.03194444444444444,0.0
0.05555555555555555,0.0
0.06666666666666667,0.0
0.034722222222222224,0.001388888888888889
0.02847222222222222,0.0020833333333333333
0.0,0.0
0.02013888888888889,0.0
0.1125,0.0
0.05347222222222222,0.0
