x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
960.4613515300969,0.0,0.015,0.087,0.002,0.102,0.245,0.442,0.302,0.0,0.0,0.007,0.272,219.811,356.347
969.259381447778,0.0,0.015,0.087,0.002,0.102,0.245,0.442,0.297,0.0,0.0,0.007,0.273,431.768,588.593
959.3844984528555,0.0,0.015,0.083,0.002,0.098,0.255,0.445,0.3,0.0,0.0,0.005,0.27,647.771,795.485
933.2476426065731,0.0,0.013,0.085,0.002,0.097,0.26,0.45,0.294,0.0,0.0,0.013,0.263,1068.632,1207.503
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.811,356.347
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.768,588.593
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.771,795.485
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.632,1207.503
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
